Item,Description,Details,Class Description,Rotating,Status,Location,Vendor,UNITCOST,DUPLICATES,Macro,,Commodity Code,"0 = Good, 1 = Duplicate, 2 = Cost?, 3 = 1&2"
101408,"Fan, SANYO DENKI, Inverter-Central Inverter, 48 Vdc, 2.91 A, 9WG5748G5004-X1","<div>Fan, Sanyo Denki, 9WG5748G5004-X</div><!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101412,"Damper, Nextracker ,","Damper, Nextracker ,",INVENTORY,N,ACTIVE,o,,,,,,,
101413,"Anemometer, GILL, MET-Sensors, 1405-PK-038","Sensor, Wind, Anemometer, Gill, 1405-PK-038",INVENTORY,N,ACTIVE,o,,,,,,,
101427,"SPC, Nextracker, SPC150B","SPC, Nextracker, SPC150B<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101431,"Stack, IGBT, TMEIC,","Stack, IGBT, TMEIC,",INVENTORY,N,ACTIVE,o,,,,,,,
101433,"Oil Drain Valve, Sungrow, 6SW00009","Oil Drain Valve, Sungrow, 6SW00009",INVENTORY,N,ACTIVE,o,,,,,,,
101435,"Oil Level Indicator, Sungrow, 6SW00174","Oil Level Indicator, Sungrow, 6SW00174",INVENTORY,N,ACTIVE,o,,,,,,,
101436,"Pressure Relief Vavle, Sungrow, 6SW00190","Pressure Relief Vavle, Sungrow, 6SW00190",INVENTORY,N,ACTIVE,o,,,,,,,
101438,"LV Bushing, Sungrow, 6SW00210","LV Bushing, Sungrow, 6SW00210",INVENTORY,N,ACTIVE,o,,,,,,,
101439,"Oil Temperature Gauage, Sungrow, 6SW00217","Oil Temperature Gauage, Sungrow, 6SW00217",INVENTORY,N,ACTIVE,o,,,,,,,
101440,"VACUUM PRESSURE GAUGE , Sungrow, 6SW00283","VACUUM PRESSURE GAUGE , Sungrow, 6SW00283",INVENTORY,N,ACTIVE,o,,,,,,,
101441,"Loadbreak switch, Sungrow, 6SW00346","Loadbreak switch, Sungrow, 6SW00346",INVENTORY,N,ACTIVE,o,,,,,,,
101447,"Button, Sungrow, KA000163","Button, Sungrow, KA000163",INVENTORY,N,ACTIVE,o,,,,,,,
101448,"Button, Sungrow, KA000201","Button, Sungrow, KA000201",INVENTORY,N,ACTIVE,o,,,,,,,
101449,"Temprature Control, Sungrow, KA000210","Temprature Control, Sungrow, KA000210",INVENTORY,N,ACTIVE,o,,,,,,,
101450,"Breaker, Sungrow, MK000197","Breaker, Sungrow, MK000197",INVENTORY,N,ACTIVE,o,,,,,,,
101451,"DC Load Switch, Sungrow, MN000756","DC Load Switch, Sungrow, MN000756",INVENTORY,N,ACTIVE,o,,,,,,,
101457,"Magnetic Ring, Sungrow, TL000162","Magnetic Ring, Sungrow, TL000162",INVENTORY,N,ACTIVE,o,,,,,,,
101460,"Breaker, Eaton, BAB1015","Breaker, Eaton, BAB1015",INVENTORY,N,ACTIVE,o,,,,,,,
101461,"Breaker, Eaton, BAB1020","Breaker, Eaton, BAB1020",INVENTORY,N,ACTIVE,o,,,,,,,
101462,"Breaker, Eaton, BAB2030","Breaker, Eaton, BAB2030",INVENTORY,N,ACTIVE,o,,,,,,,
101463,"Breaker, Eaton, BAB2050","Breaker, Eaton, BAB2050",INVENTORY,N,ACTIVE,o,,,,,,,
101464,"Breaker, Eaton, GBH2015 2P","Breaker, Eaton, GBH2015 2P",INVENTORY,N,ACTIVE,o,,,,,,,
101465,"Breaker, Eaton, GBH2020 2P","Breaker, Eaton, GBH2020 2P",INVENTORY,N,ACTIVE,o,,,,,,,
101466,"Breaker, Eaton, GHM2070 2P","Breaker, Eaton, GHM2070 2P",INVENTORY,N,ACTIVE,o,,,,,,,
101467,"Ethernet Comms Module, Mds Power, ATEV-ETHERNET EN053-XX","Ethernet Comms Module, Mds Power, ATEV-ETHERNET EN053-XX",INVENTORY,N,ACTIVE,o,,,,,,,
101468,"AUX IO Board, Mds Power, AUXILLARY I/O BOARD A4","AUX IO Board, Mds Power, AUXILLARY I/O BOARD A4",INVENTORY,N,ACTIVE,o,,,,,,,
101469,"Motor, Bard, Condenser Motor","Motor, Bard, Condenser Motor",INVENTORY,N,ACTIVE,o,,,,,,,
101470,"Fan Blade, Bard, 5151-033BX","Fan Blade, Bard, 5151-033BX",INVENTORY,N,ACTIVE,o,,,,,,,
101471,"HVAC Filter, Bard, 7004-025","HVAC Filter, Bard, 7004-025",INVENTORY,N,ACTIVE,o,,,,,,,
101472,"Capacitor, Bard, 8552-047","Capacitor, Bard, 8552-047",INVENTORY,N,ACTIVE,o,,,,,,,
101473,"Motor, Bard, 8105-064-0147BX","Motor, Bard, 8105-064-0147BX",INVENTORY,N,ACTIVE,o,,,,,,,
101474,"Compressor Control Module, Bard, 8201-171BX","Compressor Control Module, Bard, 8201-171BX",INVENTORY,N,ACTIVE,o,,,,,,,
101475,"Outdoor Temprature Sensor, Bard, 8301-095A","Outdoor Temprature Sensor, Bard, 8301-095A",INVENTORY,N,ACTIVE,o,,,,,,,
101476,"Wall Mount Thermostat, Bard, MC530-BC","Wall Mount Thermostat, Bard, MC530-BC",INVENTORY,N,ACTIVE,o,,,,,,,
101477,"Emergency Lights, Emergi-Lite, CM-PC-C","Emergency Lights, Emergi-Lite, CM-PC-C",INVENTORY,N,ACTIVE,o,,,,,,,
101478,"Lights, Acuity, CSVT L48 MVOLT 40K 80CRI","Lights, Acuity, CSVT L48 MVOLT 40K 80CRI",INVENTORY,N,ACTIVE,o,,,,,,,
101479,"Exterior Led Wallpack, Rab Design, WPS1-LED-25A15-B-VK-BRZ-DIM-PC","Exterior Led Wallpack, Rab Design, WPS1-LED-25A15-B-VK-BRZ-DIM-PC",INVENTORY,N,ACTIVE,o,,,,,,,
101480,"Smoke Alarm, Kidde, KN-COSM-IBA","Smoke Alarm, Kidde, KN-COSM-IBA",INVENTORY,N,ACTIVE,o,,,,,,,
101481,"Heat Detector, Kidde, HD135F","Heat Detector, Kidde, HD135F",INVENTORY,N,ACTIVE,o,,,,,,,
101482,"Door Contact, OMRON, Substation-Other, OMR D40PLPC2105 LONG","Door Contact, Omron, OMR D40PLPC2105 LONG<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101483,"Wifi Access Point, Ubiquiti, UAP-AC-IW-US","Wifi Access Point, Ubiquiti, UAP-AC-IW-US",INVENTORY,N,ACTIVE,o,,,,,,,
101484,"Snmp Communications Card For Scada Rack 2, Majorpower, 919-563-6610","Snmp Communications Card For Scada Rack 2, Majorpower, 919-563-6610",INVENTORY,N,ACTIVE,o,,,,,,,
101485,"DC-DC Converter, Omron, S8VK-C24024","DC-DC Converter, Omron, S8VK-C24024",INVENTORY,N,ACTIVE,o,,,,,,,
101486,"Switch, Fs, FS AS1900-16TP","Switch, Fs, FS AS1900-16TP",INVENTORY,N,ACTIVE,o,,,,,,,
101488,"Cat6, Bel, SS-82110-002","Cat6, Bel, SS-82110-002",INVENTORY,N,ACTIVE,o,,,,,,,
101489,"DIN Rail Module, Stewart, SS-82200-001","DIN Rail Module, Stewart, SS-82200-001",INVENTORY,N,ACTIVE,o,,,,,,,
101490,"Relay Base, Omron, PYFZ-08-E","Relay Base, Omron, PYFZ-08-E",INVENTORY,N,ACTIVE,o,,,,,,,
101491,"Icecube Relay, Omron, MY2 AC110/120","Icecube Relay, Omron, MY2 AC110/120",INVENTORY,N,ACTIVE,o,,,,,,,
101494,"Disconnect Switch, Inosys , 87P11041","Disconnect Switch, Inosys , 87P11041",INVENTORY,N,ACTIVE,o,,,,,,,
101495,"Surge Protector, Panelflex, 83020158","Surge Protector, Panelflex, 83020158",INVENTORY,N,ACTIVE,o,,,,,,,
101496,"Combiner Box, Panelflex, PENELFLEX(20)","Combiner Box, Panelflex, PENELFLEX(20)",INVENTORY,N,ACTIVE,o,,,,,,,
101497,"Combiner Box, Panelflex, PENELFLEX(24)","Combiner Box, Panelflex, PENELFLEX(24)",INVENTORY,N,ACTIVE,o,,,,,,,
101501,"Lug, Ilsco Connectors, ILS-ALND-700/750-12-134","Lug, Ilsco Connectors, ILS-ALND-700/750-12-134",INVENTORY,N,ACTIVE,o,,,,,,,
101502,"Lug, Ilsco Connectors, ILS-ALND-500-12-134","Lug, Ilsco Connectors, ILS-ALND-500-12-134",INVENTORY,N,ACTIVE,o,,,,,,,
101503,"Weighted Bait Stations, Fz Secured, AH31-2101","Weighted Bait Stations, Fz Secured, AH31-2101",INVENTORY,N,ACTIVE,o,,,,,,,
101504,"Boothill Mini Blocks, Boothill, AH31-0304","Boothill Mini Blocks, Boothill, AH31-0304",INVENTORY,N,ACTIVE,o,,,,,,,
101505,"Reducing Tap Plug, Hubbell, 10008809993","Reducing Tap Plug, Hubbell, 10008809993",INVENTORY,N,ACTIVE,o,,,,,,,
101506,"Cold Shrink, 3M, 7000140710","Cold Shrink, 3M, 7000140710",INVENTORY,N,ACTIVE,o,,,,,,,
101507,"Sheer Bolt Lug, 3M, 7100175117","Sheer Bolt Lug, 3M, 7100175117",INVENTORY,N,ACTIVE,o,,,,,,,
101508,"Cold Shrink, 3M, 7100041432","Cold Shrink, 3M, 7100041432",INVENTORY,N,ACTIVE,o,,,,,,,
101512,"Loadbreak Elbow, Raychem, ELB-25-210C10","Loadbreak Elbow, Raychem, ELB-25-210C10",INVENTORY,N,ACTIVE,o,,,,,,,
101513,"Sheer Bolt Lug, 3M, 7100175117","Sheer Bolt Lug, 3M, 7100175117",INVENTORY,N,ACTIVE,o,,,,,,,
101514,"Loadbreak Elbow, Raychem, ELB-15/28-910J-CT2-CES3","Loadbreak Elbow, Raychem, ELB-15/28-910J-CT2-CES3",INVENTORY,N,ACTIVE,o,,,,,,,
101515,"Loadbreak Elbow, Raychem, ELB-15/28-610F-A1-CES2","Loadbreak Elbow, Raychem, ELB-15/28-610F-A1-CES2",INVENTORY,N,ACTIVE,o,,,,,,,
101516,"Loadbreak Elbow, Raychem, ELB-15/28-610H-A2-CES3","Loadbreak Elbow, Raychem, ELB-15/28-610H-A2-CES3",INVENTORY,N,ACTIVE,o,,,,,,,
101517,"Loadbreak Elbow, Raychem, ELB-15/28-610-J-A3-CES3","Loadbreak Elbow, Raychem, ELB-15/28-610-J-A3-CES3",INVENTORY,N,ACTIVE,o,,,,,,,
101518,"Heavy Duty Arrestor, Alumaform, 1541785","Heavy Duty Arrestor, Alumaform, 1541785",INVENTORY,N,ACTIVE,o,,,,,,,
101522,"Sleeve, Awm, 30-0054-01","Sleeve, Awm, 30-0054-01",INVENTORY,N,ACTIVE,o,,,,,,,
101523,"Clamp, Awm, 30-0076-01G","Clamp, Awm, 30-0076-01G",INVENTORY,N,ACTIVE,o,,,,,,,
101524,"Wire Hangers, Awm, ARDEN MESSENGER CABLE HANGER-SMALL","Wire Hangers, Awm, ARDEN MESSENGER CABLE HANGER-SMALL",INVENTORY,N,ACTIVE,o,,,,,,,
101525,"Wire Hangers, Awm, ARDEN MESSENGER CABLE HANGER-Large","Wire Hangers, Awm, ARDEN MESSENGER CABLE HANGER-Large",INVENTORY,N,ACTIVE,o,,,,,,,
101526,"End Pole Wire Connector, Hubbell, 65240-1395","End Pole Wire Connector, Hubbell, 65240-1395",INVENTORY,N,ACTIVE,o,,,,,,,
101528,"PV Modlue, Longi, LR5-72HBD 540","PV Modlue, Longi, LR5-72HBD 540",INVENTORY,N,ACTIVE,o,,,,,,,
101529,"UPS, Cyber Power Systems, BP72V60ART2U","UPS, Cyber Power Systems, BP72V60ART2U",INVENTORY,N,ACTIVE,o,,,,,,,
101530,"UPS, Cyber Power Systems , OL300RTXL2U","UPS, Cyber Power Systems , OL300RTXL2U",INVENTORY,N,ACTIVE,o,,,,,,,
101531,"Fiber Patch, Corning, 675912","Fiber Patch, Corning, 675912",INVENTORY,N,ACTIVE,d,,,,,,,
101532,"FIBER Wp, Corning, 206696","FIBER Wp, Corning, 206696",INVENTORY,N,ACTIVE,d,,,,,,,
101533,"FIBER Wp, Corning, 18042","FIBER Wp, Corning, 18042",INVENTORY,N,ACTIVE,d,,,,,,,
101536,"DSP Board, Sungrow, BP004082","DSP Board, Sungrow, BP004082",INVENTORY,N,ACTIVE,o,,,,,,,
101540,"Coupler, Staubli, PV-KST4/6II-UR","Coupler, Staubli, PV-KST4/6II-UR",INVENTORY,N,ACTIVE,d,,,,,,,
101552,"Motor Starter, Pheonix Contact, ELR H5-IES-PT-24DC/500AC-9","Motor Starter, Pheonix Contact, ELR H5-IES-PT-24DC/500AC-9",INVENTORY,N,ACTIVE,d,,,,,,,
101556,"Remote Ethernet, MOXA, E1260-T","Remote Ethernet, MOXA, E1260-T",INVENTORY,N,ACTIVE,o,,,,,,,
101559,"UPS Battery, Pheonix Contact, VRLA-AGM, HR4.2-12FR","UPS Battery, Pheonix Contact, VRLA-AGM, HR4.2-12FR",INVENTORY,N,ACTIVE,d,,,,,,,
101562,"Torque Tube, Nextracker, YH-3078O-E2148","Torque Tube, Nextracker, YH-3078O-E2148",INVENTORY,N,ACTIVE,o,,,,,,,
101563,"Pressure Guage, Qualitrol, 134768","Pressure Guage, Qualitrol, 134768",INVENTORY,N,ACTIVE,o,,,,,,,
101564,"Power Supply, GPM, N/A","Power Supply, GPM, N/A",INVENTORY,N,ACTIVE,o,,,,,,,
101565,"Bypass Kit, IME, N/A","Bypass Kit, IME, N/A",INVENTORY,N,ACTIVE,o,,,,,,,
101566,"AC Disconnect, IME, N/A","AC Disconnect, IME, N/A",INVENTORY,N,ACTIVE,o,,,,,,,
101567,"AUX Transformer, IME, N/A","AUX Transformer, IME, N/A",INVENTORY,N,ACTIVE,o,,,,,,,
101568,"Fan, MEPPI, 4FBG9683P026","Fan, MEPPI, 4FBG9683P026",INVENTORY,N,ACTIVE,o,,,,,,,
101572,"Liquid Level Gauge, MEPPI, 0124 A (FA86)","Liquid Level Gauge, MEPPI, 0124 A (FA86)",INVENTORY,N,ACTIVE,o,,,,,,,
101573,"Load Break Switch, MEPPI, OTDC400UFV11","Load Break Switch, MEPPI, OTDC400UFV11",INVENTORY,N,ACTIVE,o,,,,,,,
101574,"Thermometer, MEPPI, FA84","Thermometer, MEPPI, FA84",INVENTORY,N,ACTIVE,o,,,,,,,
101575,"Vaccum Pressure Gauge, MEPPI, CS-50503","Vaccum Pressure Gauge, MEPPI, CS-50503",INVENTORY,N,ACTIVE,o,,,,,,,
101578,"Disconnect Switch, Shoals, OTDC400UFV11","Disconnect Switch, Shoals, OTDC400UFV11",INVENTORY,N,ACTIVE,d,,,,,,,
101579,"Combiner Box, Shoals, N/A","Combiner Box, Shoals, N/A",INVENTORY,N,ACTIVE,d,,,,,,,
101590,"BHA Bearing, Nextracker, PM-1-43021-C","BHA Bearing, Nextracker, PM-1-43021-C",INVENTORY,N,ACTIVE,o,,,,,,,
101592,"Antenna Cable, Nextracker, 41024","Antenna Cable, Nextracker, 41024",INVENTORY,N,ACTIVE,o,,,,,,,
101593,"Capacitor, MEPPI, 9FBGA090P001","Capacitor, MEPPI, 9FBGA090P001",INVENTORY,N,ACTIVE,o,,,,,,,
101597,"End Caps, Nextracker, 41279-C","End Caps, Nextracker, 41279-C",INVENTORY,N,ACTIVE,o,,,,,,,
101598,"Network Switch, GPM, EDS-205","Network Switch, GPM, EDS-205",INVENTORY,N,ACTIVE,o,,,,,,,
101611,"Splice Kit, IME, 5468A(L)-20SB-AL-WF","Splice Kit, IME, 5468A(L)-20SB-AL-WF",INVENTORY,N,ACTIVE,o,,,,,,,
101613,"Main Control Board, MEPPI, 4KAG0080G004","Main Control Board, MEPPI, 4KAG0080G004",INVENTORY,N,ACTIVE,o,,,,,,,
101616,"Resisitor, MEPPI, 4FBG4552P004","Resisitor, MEPPI, 4FBG4552P004",INVENTORY,N,ACTIVE,o,,,,,,,
101617,"Splice Kit, IME, 635EQQLS2","Splice Kit, IME, 635EQQLS2",INVENTORY,N,ACTIVE,o,,,,,,,
101618,"Splice Kit, IME, CSJSR3513M5","Splice Kit, IME, CSJSR3513M5",INVENTORY,N,ACTIVE,o,,,,,,,
101619,"Splice Kit, IME, TE385387","Splice Kit, IME, TE385387",INVENTORY,N,ACTIVE,o,,,,,,,
101620,"Surge Surpressor, CITEL, 481511","Surge Surpressor, CITEL, 481511",INVENTORY,N,ACTIVE,o,,,,,,,
101622,"Wind Sensor, Nextracker, WS425 F/G","Wind Sensor, Nextracker, WS425 F/G",INVENTORY,N,ACTIVE,o,,,,,,,
101624,"String Inverter, Chint, CPS SCH275KTL?DO/US? 800?24","String Inverter, Chint, CPS SCH275KTL?DO/US? 800?24",INVENTORY,N,ACTIVE,o,,,,,,,
101626,"MET Enclosure, GPM, P230070","MET Enclosure, GPM, P230070",INVENTORY,N,ACTIVE,o,,,,,,,
101627,"Fiber Enclosure, GPM, UNK","Fiber Enclosure, GPM, UNK",INVENTORY,N,ACTIVE,d,,,,,,,
101629,"GPS Antenna Mount, Nextracker, 41855","GPS Antenna Mount, Nextracker, 41855",INVENTORY,N,ACTIVE,o,,,,,,,
101630,"SPC Antenna, Nextracker, 812X24969","SPC Antenna, Nextracker, 812X24969",INVENTORY,N,ACTIVE,o,,,,,,,
101631,"Sub Assembly Bracker, Nextracker, 30516-SH","Sub Assembly Bracker, Nextracker, 30516-SH",INVENTORY,N,ACTIVE,o,,,,,,,
101632,"BHA, Nextracker, BHA: 21048","BHA, Nextracker, BHA: 21048",INVENTORY,N,ACTIVE,o,,,,,,,
101633,"M12 Pin, Nextracker, 5156","M12 Pin, Nextracker, 5156",INVENTORY,N,ACTIVE,o,,,,,,,
101634,"M12 Collar, Nextracker, 5157","M12 Collar, Nextracker, 5157",INVENTORY,N,ACTIVE,o,,,,,,,
101635,"Blind Rivot, Nextracker, 52108","Blind Rivot, Nextracker, 52108",INVENTORY,N,ACTIVE,o,,,,,,,
101636,"M10 U-bolt, Nextracker, MNL1","M10 U-bolt, Nextracker, MNL1",INVENTORY,N,ACTIVE,o,,,,,,,
101637,"M10 Serrated flange nut, Nextracker, MNL1","M10 Serrated flange nut, Nextracker, MNL1",INVENTORY,N,ACTIVE,o,,,,,,,
101638,"Fiber Splice Case, Corning, UCAO-05-24","Fiber Splice Case, Corning, UCAO-05-24",INVENTORY,N,ACTIVE,d,,,,,,,
101639,"Fiber Enclosure, Corning, 395184","Fiber Enclosure, Corning, 395184",INVENTORY,N,ACTIVE,d,,,,,,,
101640,"Splice Kit Tape, Corning, UCAO-TP | 321572","Splice Kit Tape, Corning, UCAO-TP | 321572",INVENTORY,N,ACTIVE,d,,,,,,,
101641,"Splice kit Grounding, Corning, UCAO-GND","Splice kit Grounding, Corning, UCAO-GND",INVENTORY,N,ACTIVE,d,,,,,,,
101642,"Splice Case Valves, Corning, UCN-KT-FV","Splice Case Valves, Corning, UCN-KT-FV",INVENTORY,N,ACTIVE,d,,,,,,,
101643,"Metal Splice Tray, Corning, PN 001-257","Metal Splice Tray, Corning, PN 001-257",INVENTORY,N,ACTIVE,d,,,,,,,
101644,"Cable Ground, Corning, 321543","Cable Ground, Corning, 321543",INVENTORY,N,ACTIVE,d,,,,,,,
101645,"Fiber Pigtails, Corning, 394122","Fiber Pigtails, Corning, 394122",INVENTORY,N,ACTIVE,d,,,,,,,
101646,"Fiber Patch Cord, Corning, COCLL9DAR-01M","Fiber Patch Cord, Corning, COCLL9DAR-01M",INVENTORY,N,ACTIVE,d,,,,,,,
101647,"Fiber Patch Cord, Corning, COCLL9DAR-15M","Fiber Patch Cord, Corning, COCLL9DAR-15M",INVENTORY,N,ACTIVE,d,,,,,,,
101648,"Flammable Materials Locker, Justrite, 891520","Flammable Materials Locker, Justrite, 891520",INVENTORY,N,ACTIVE,d,,,,,,,
101649,"Module Jumper, DEPCOM, UNK","Module Jumper, DEPCOM, UNK",INVENTORY,N,ACTIVE,d,,,,,,,
101650,"Cable Hanger, Burndy,  WCH2H109GS","Cable Hanger, Burndy,  WCH2H109GS",INVENTORY,N,ACTIVE,o,,,,,,,
101651,"Module Mount, First Solar, HT 151-03621","Module Mount, First Solar, HT 151-03621",INVENTORY,N,ACTIVE,o,,,,,,,
101652,"Bundle Strap, Wiley, 50063911","Bundle Strap, Wiley, 50063911",INVENTORY,N,ACTIVE,o,,,,,,,
101653,"Cable Tie, Panduit, Panduit MLT4H-LP","Cable Tie, Panduit, Panduit MLT4H-LP",INVENTORY,N,ACTIVE,o,,,,,,,
101654,"Zip Tie, HellermanTyton, T250M","Zip Tie, HellermanTyton, T250M",INVENTORY,N,ACTIVE,o,,,,,,,
101655,"Zip Tie, Panduit, MLTFC8H-LP316","Zip Tie, Panduit, MLTFC8H-LP316",INVENTORY,N,ACTIVE,o,,,,,,,
101656,"Grounding Bar, Greaves, TLBN2-12","Grounding Bar, Greaves, TLBN2-12",INVENTORY,N,ACTIVE,d,,,,,,,
101657,"Cable Clamps, Porce-A-Clamp, ZSI 034CC042S
E-Porce-A-Clamp","Cable Clamps, Porce-A-Clamp, ZSI 034CC042S
E-Porce-A-Clamp",INVENTORY,N,ACTIVE,d,,,,,,,
101658,"Lug, Burndy, 534607","Lug, Burndy, 534607",INVENTORY,N,ACTIVE,o,,,,,,,
101659,"Lug, Burndy, 30006520","Lug, Burndy, 30006520",INVENTORY,N,ACTIVE,o,,,,,,,
101660,"Lug, Burndy, 510551","Lug, Burndy, 510551",INVENTORY,N,ACTIVE,o,,,,,,,
101661,"Terminal Adapter, Burndy, CD20-2CR AL9","Terminal Adapter, Burndy, CD20-2CR AL9",INVENTORY,N,ACTIVE,o,,,,,,,
101662,"Ground Crimp, Hytap, 279107","Ground Crimp, Hytap, 279107",INVENTORY,N,ACTIVE,o,,,,,,,
101663,"Ground Clamp, Burndy, UNK","Ground Clamp, Burndy, UNK",INVENTORY,N,ACTIVE,o,,,,,,,
101664,"Plug, Eaton, DIP635A","Plug, Eaton, DIP635A",INVENTORY,N,ACTIVE,o,,,,,,,
101665,"Surge Arrestor, TE, ELB-35-610R-750-SG3","Surge Arrestor, TE, ELB-35-610R-750-SG3",INVENTORY,N,ACTIVE,o,,,,,,,
101666,"Plug, Eaton, 635RT","Plug, Eaton, 635RT",INVENTORY,N,ACTIVE,o,,,,,,,
101667,"Plug, Eaton, BLRTP635","Plug, Eaton, BLRTP635",INVENTORY,N,ACTIVE,o,,,,,,,
101668,"Elbow Arestor Kit, Eaton, BT635J16A1T-CS2","Elbow Arestor Kit, Eaton, BT635J16A1T-CS2",INVENTORY,N,ACTIVE,o,,,,,,,
101669,"Elbow Arestor Kit, Eaton, BT635J16A1T-SA2","Elbow Arestor Kit, Eaton, BT635J16A1T-SA2",INVENTORY,N,ACTIVE,o,,,,,,,
101670,"Plug, Richards, 635RT","Plug, Richards, 635RT",INVENTORY,N,ACTIVE,o,,,,,,,
101672,"Eaton drainwireKV, Eaton, DPC635","Eaton drainwireKV, Eaton, DPC635",INVENTORY,N,ACTIVE,o,,,,,,,
101673,"Raychen strapMod, Eaton, MOD-53-336-Skirts","Raychen strapMod, Eaton, MOD-53-336-Skirts",INVENTORY,N,ACTIVE,o,,,,,,,
101675,"1/4"" X embl1"" SS Scr, Fastener Sup. Store, UNK","1/4"" X embl1"" SS Scr, Fastener Sup. Store, UNK",INVENTORY,N,ACTIVE,o,,,,,,,
101676,"3/8"" X 16 Hex Nut, Fastener Sup. Store, 1170712","3/8"" X 16 Hex Nut, Fastener Sup. Store, 1170712",INVENTORY,N,ACTIVE,o,,,,,,,
101677,"3/8"" Spring Nut, Copper State, PO4165007","3/8"" Spring Nut, Copper State, PO4165007",INVENTORY,N,ACTIVE,o,,,,,,,
101678,"3/8"" X Bolts, Fastener Sup. Store, LG-P04246300","3/8"" X Bolts, Fastener Sup. Store, LG-P04246300",INVENTORY,N,ACTIVE,o,,,,,,,
101679,"FeX 1 1/4"" Fen, Fastener Sup. Store, 15FE3038125","FeX 1 1/4"" Fen, Fastener Sup. Store, 15FE3038125",INVENTORY,N,ACTIVE,o,,,,,,,
101680,"3/4"" X 2.5"" Bolts and Washers, Fastener Sup. Store, UNK","3/4"" X 2.5"" Bolts and Washers, Fastener Sup. Store, UNK",INVENTORY,N,ACTIVE,o,,,,,,,
101681,"BomTail Assy 300 Ea, Huck International, R16-30AXPB","BomTail Assy 300 Ea, Huck International, R16-30AXPB",INVENTORY,N,ACTIVE,d,,,,,,,
101682,"BomTail Assy 290 Ea, Huck International, R16-4GAXPB","BomTail Assy 290 Ea, Huck International, R16-4GAXPB",INVENTORY,N,ACTIVE,d,,,,,,,
101683,"Metric Bobtail Pin, Huck International, DT12-20D1PB","Metric Bobtail Pin, Huck International, DT12-20D1PB",INVENTORY,N,ACTIVE,d,,,,,,,
101684,"Inverter Install Kit, Chint, SCH275KTL-DO-US800","Inverter Install Kit, Chint, SCH275KTL-DO-US800",INVENTORY,N,ACTIVE,d,,,,,,,
101685,"2.5"" Knock Out Plug, Eaton, 59760","2.5"" Knock Out Plug, Eaton, 59760",INVENTORY,N,ACTIVE,o,,,,,,,
101686,"1.5"" Knock Out Plug, Eaton, 59730","1.5"" Knock Out Plug, Eaton, 59730",INVENTORY,N,ACTIVE,o,,,,,,,
101687,"3/4"" Watertight HUB, Eaton, CHB2","3/4"" Watertight HUB, Eaton, CHB2",INVENTORY,N,ACTIVE,o,,,,,,,
101688,"1"" PVC Male Adapter, Eaton, 89-10","1"" PVC Male Adapter, Eaton, 89-10",INVENTORY,N,ACTIVE,o,,,,,,,
101689,"1"" Lock Ring, Eaton, 103-S","1"" Lock Ring, Eaton, 103-S",INVENTORY,N,ACTIVE,o,,,,,,,
101690,"2"" Watertight HUB, CANTEX, CHB66","2"" Watertight HUB, CANTEX, CHB66",INVENTORY,N,ACTIVE,o,,,,,,,
101691,"3"" Watertight HUB, CANTEX, CHB8","3"" Watertight HUB, CANTEX, CHB8",INVENTORY,N,ACTIVE,o,,,,,,,
101692,"3"" PVC Lock Ring Wide, Eaton, UNK","3"" PVC Lock Ring Wide, Eaton, UNK",INVENTORY,N,ACTIVE,o,,,,,,,
101693,"3"" PVC Lock Ring Thin, Eaton, UNK","3"" PVC Lock Ring Thin, Eaton, UNK",INVENTORY,N,ACTIVE,o,,,,,,,
101694,"3"" PVC Adapter, Eaton, UNK","3"" PVC Adapter, Eaton, UNK",INVENTORY,N,ACTIVE,o,,,,,,,
101695,"3"" PVC Adapter Close Bushing, Eaton, 5140110","3"" PVC Adapter Close Bushing, Eaton, 5140110",INVENTORY,N,ACTIVE,o,,,,,,,
101696,"8"" PVC Close End Bushing, Eaton, UNK","8"" PVC Close End Bushing, Eaton, UNK",INVENTORY,N,ACTIVE,o,,,,,,,
101698,"Duct Seal, Dottie, LHDI","Duct Seal, Dottie, LHDI",INVENTORY,N,ACTIVE,o,,,,,,,
101699,"Hydrosep Additive, ENCOR, 24NPW0018","Hydrosep Additive, ENCOR, 24NPW0018",INVENTORY,N,ACTIVE,d,,,,,,,
101702,"BLA, Shoals, BLA-IATC-72A","BLA, Shoals, BLA-IATC-72A",INVENTORY,N,ACTIVE,d,,,,,,,
101703,"BLA, Shoals, BLA-IATC-96A","BLA, Shoals, BLA-IATC-96A",INVENTORY,N,ACTIVE,d,,,,,,,
101712,"LBD, Shoals, S-DBX-LBD","LBD, Shoals, S-DBX-LBD",INVENTORY,N,ACTIVE,d,,,,,,,
101715,"Breaker, Phoenix Contact, 71C 5A AC","Breaker, Phoenix Contact, 71C 5A AC",INVENTORY,N,ACTIVE,o,,,,,,,
101716,"Breaker, Phoenix Contact, 71C 5A DC","Breaker, Phoenix Contact, 71C 5A DC",INVENTORY,N,ACTIVE,o,,,,,,,
101717,"Breaker, ATI, PKZM0-4/AK","Breaker, ATI, PKZM0-4/AK",INVENTORY,N,ACTIVE,d,,,,,,,
